#location service enabled;location service initializing;location updated;heading updated;location provider;location provider class;UTC device;UTC location;lat;lng;accuracy[m];user heading[°];device orientation[°];speed;has gps fix;satellites used;satellites in view
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.182;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.216;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.250;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;187.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.283;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.317;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;185.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.351;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;186.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.384;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;185.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.418;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;181.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.452;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;185.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.485;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.519;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.556;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.586;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;188.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.619;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;187.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.653;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.688;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;186.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.720;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.755;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;182.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.788;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.821;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;182.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.855;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.889;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;181.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.921;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.955;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;186.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101931.990;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;186.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.022;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;185.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.055;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.091;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.123;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;188.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.157;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;186.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.191;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.224;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.257;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;182.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.291;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.324;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.358;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.391;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.427;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.459;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.492;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.525;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.559;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.593;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.627;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.660;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.695;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;179.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.729;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.761;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.794;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.827;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;187.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.860;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;185.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.894;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.929;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;185.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.960;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;182.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101932.995;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.030;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.062;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.096;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.131;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;185.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.164;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;185.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.197;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.231;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.264;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;186.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.298;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;182.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.332;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;181.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.365;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.398;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;182.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.432;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;182.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.470;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.500;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;185.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.533;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.566;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;181.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.600;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;185.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.635;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;182.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.668;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.701;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.734;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.768;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.802;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.835;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;186.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.870;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;185.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.902;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;185.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.935;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;181.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101933.970;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101934.003;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;181.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101934.036;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;181.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101934.073;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101934.104;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101934.137;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101934.171;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;182.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101934.205;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;185.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101934.238;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;181.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101934.272;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;185.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101934.305;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;186.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101934.339;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;184.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101934.372;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;183.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180516-101934.406;20180516-101923.562;48.35732270;15.60961820;82.0;0.0;181.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
