#location service enabled;location service intializing;location updated;userheading updated;location provider;location provider class;time device [utc];time location [utc];latitude;longitude;accuracy [m];user heading [�];device orientation [�];speed [km/h];has gps fix;satellites used;satellites in view
FALSE;FALSE;TRUE;FALSE;;DeviceLocationProvider;20180614-193022.513;20180614-193022.000;37.7856369;-122.4027;32;209.4;250.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
FALSE;FALSE;FALSE;FALSE;;DeviceLocationProvider;20180614-193023.013;20180614-193022.000;37.7856369;-122.4027;32;209.4;243.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
FALSE;FALSE;TRUE;FALSE;;DeviceLocationProvider;20180614-193023.513;20180614-193023.000;37.78561;-122.402718;32;213.8;250.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
FALSE;FALSE;FALSE;FALSE;;DeviceLocationProvider;20180614-193024.013;20180614-193023.000;37.78561;-122.402718;32;213.8;241.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
FALSE;FALSE;TRUE;FALSE;;DeviceLocationProvider;20180614-193024.514;20180614-193024.000;37.78559;-122.40274;32;227.7;249.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
FALSE;FALSE;FALSE;FALSE;;DeviceLocationProvider;20180614-193025.014;20180614-193024.000;37.78559;-122.40274;32;227.7;243.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
FALSE;FALSE;TRUE;FALSE;;DeviceLocationProvider;20180614-193025.515;20180614-193025.000;37.7855759;-122.402763;32;238.5;245.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
FALSE;FALSE;FALSE;FALSE;;DeviceLocationProvider;20180614-193026.015;20180614-193025.000;37.7855759;-122.402763;32;238.5;250.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
FALSE;FALSE;TRUE;FALSE;;DeviceLocationProvider;20180614-193026.515;20180614-193026.000;37.78557;-122.402779;32;249.8;244.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
FALSE;FALSE;FALSE;FALSE;;DeviceLocationProvider;20180614-193027.015;20180614-193026.000;37.78557;-122.402779;32;249.8;251.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
FALSE;FALSE;TRUE;FALSE;;DeviceLocationProvider;20180614-193027.515;20180614-193027.000;37.7855568;-122.402786;32;207.9;238.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
FALSE;FALSE;FALSE;FALSE;;DeviceLocationProvider;20180614-193028.016;20180614-193027.000;37.7855568;-122.402786;32;207.9;254.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
FALSE;FALSE;TRUE;FALSE;;DeviceLocationProvider;20180614-193028.516;20180614-193028.000;37.78555;-122.402794;32;229.6;242.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
FALSE;FALSE;FALSE;FALSE;;DeviceLocationProvider;20180614-193029.016;20180614-193028.000;37.78555;-122.402794;32;229.6;251.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
FALSE;FALSE;TRUE;FALSE;;DeviceLocationProvider;20180614-193029.516;20180614-193029.000;37.78554;-122.402794;32;180;243.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
FALSE;FALSE;FALSE;FALSE;;DeviceLocationProvider;20180614-193030.017;20180614-193029.000;37.78554;-122.402794;32;180;251;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
FALSE;FALSE;TRUE;FALSE;;DeviceLocationProvider;20180614-193030.517;20180614-193030.000;37.7855339;-122.402794;32;180;242.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
