#location service enabled;location service intializing;location updated;userheading updated;location provider;location provider class;time device [utc];time location [utc];latitude;longitude;accuracy [m];user heading [�];device orientation [�];speed [km/h];has gps fix;satellites used;satellites in view;heading smoothing strategy;orientation smoothing strategy
False;False;True;False;;DeviceLocationProvider;20180614-193042.525;20180614-193042.000;37.78536610;-122.40288500;32.0;187.7;160.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;True;True;unity;DeviceLocationProvider;20180614-193042.527;20180614-193042.000;37.78536610;-122.40288500;32.0;189.6;162.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;False;False;;DeviceLocationProvider;20180614-193043.023;20180614-193042.000;37.78536610;-122.40288500;32.0;180.0;206.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;False;False;;DeviceLocationProvider;20180614-193043.025;20180614-193042.000;37.78536610;-122.40288500;32.0;187.7;175.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;False;True;unity;DeviceLocationProvider;20180614-193043.026;20180614-193042.000;37.78536610;-122.40288500;32.0;189.6;176.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;True;False;;DeviceLocationProvider;20180614-193043.524;20180614-193043.000;37.78535460;-122.40289300;32.0;214.8;240.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;True;False;;DeviceLocationProvider;20180614-193043.526;20180614-193043.000;37.78535460;-122.40289300;32.0;194.7;192.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;True;True;unity;DeviceLocationProvider;20180614-193043.527;20180614-193043.000;37.78535460;-122.40289300;32.0;193.5;195.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;False;False;;DeviceLocationProvider;20180614-193044.023;20180614-193043.000;37.78535460;-122.40289300;32.0;214.8;245.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;False;False;;DeviceLocationProvider;20180614-193044.025;20180614-193043.000;37.78535460;-122.40289300;32.0;197.8;212.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;False;True;unity;DeviceLocationProvider;20180614-193044.025;20180614-193043.000;37.78535460;-122.40289300;32.0;197.4;215.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;True;False;;DeviceLocationProvider;20180614-193044.524;20180614-193044.000;37.78534700;-122.40290000;32.0;222.6;254.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;True;False;;DeviceLocationProvider;20180614-193044.525;20180614-193044.000;37.78534700;-122.40290000;32.0;202.6;228.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;True;True;unity;DeviceLocationProvider;20180614-193044.526;20180614-193044.000;37.78534700;-122.40290000;32.0;208.3;232.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;False;False;;DeviceLocationProvider;20180614-193045.024;20180614-193044.000;37.78534700;-122.40290000;32.0;222.6;244.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;False;False;;DeviceLocationProvider;20180614-193045.025;20180614-193044.000;37.78534700;-122.40290000;32.0;211.3;238.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;False;True;unity;DeviceLocationProvider;20180614-193045.027;20180614-193044.000;37.78534700;-122.40290000;32.0;218.7;243.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;True;False;;DeviceLocationProvider;20180614-193045.525;20180614-193045.000;37.78534700;-122.40292400;32.0;270.0;246.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;True;False;;DeviceLocationProvider;20180614-193045.527;20180614-193045.000;37.78534700;-122.40292400;32.0;228.3;246.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;True;True;unity;DeviceLocationProvider;20180614-193045.528;20180614-193045.000;37.78534700;-122.40292400;32.0;231.9;247.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;False;False;;DeviceLocationProvider;20180614-193046.025;20180614-193045.000;37.78534700;-122.40292400;32.0;270.0;237.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;False;False;;DeviceLocationProvider;20180614-193046.027;20180614-193045.000;37.78534700;-122.40292400;32.0;239.7;245.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;False;True;unity;DeviceLocationProvider;20180614-193046.030;20180614-193045.000;37.78534700;-122.40292400;32.0;246.3;246.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;True;False;;DeviceLocationProvider;20180614-193046.525;20180614-193046.000;37.78534000;-122.40293900;32.0;245.0;237.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;True;False;;DeviceLocationProvider;20180614-193046.527;20180614-193046.000;37.78534000;-122.40293900;32.0;246.0;243.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;True;True;unity;DeviceLocationProvider;20180614-193046.529;20180614-193046.000;37.78534000;-122.40293900;32.0;252.1;242.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;False;False;;DeviceLocationProvider;20180614-193047.025;20180614-193046.000;37.78534000;-122.40293900;32.0;245.0;232.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;False;False;;DeviceLocationProvider;20180614-193047.026;20180614-193046.000;37.78534000;-122.40293900;32.0;250.6;239.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;False;True;unity;DeviceLocationProvider;20180614-193047.027;20180614-193046.000;37.78534000;-122.40293900;32.0;257.5;239.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;True;False;;DeviceLocationProvider;20180614-193047.526;20180614-193047.000;37.78534000;-122.40295400;32.0;270.0;239.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;True;False;;DeviceLocationProvider;20180614-193047.528;20180614-193047.000;37.78534000;-122.40295400;32.0;260.0;238.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;True;True;unity;DeviceLocationProvider;20180614-193047.529;20180614-193047.000;37.78534000;-122.40295400;32.0;257.5;237.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;False;False;;DeviceLocationProvider;20180614-193048.026;20180614-193047.000;37.78534000;-122.40295400;32.0;270.0;245.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;False;False;;DeviceLocationProvider;20180614-193048.028;20180614-193047.000;37.78534000;-122.40295400;32.0;260.0;238.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;False;True;unity;DeviceLocationProvider;20180614-193048.030;20180614-193047.000;37.78534000;-122.40295400;32.0;257.5;237.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;True;False;;DeviceLocationProvider;20180614-193048.526;20180614-193048.000;37.78533000;-122.40296900;32.0;236.3;241.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;True;False;;DeviceLocationProvider;20180614-193048.528;20180614-193048.000;37.78533000;-122.40296900;32.0;253.2;239.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;True;True;unity;DeviceLocationProvider;20180614-193048.530;20180614-193048.000;37.78533000;-122.40296900;32.0;255.3;239.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;False;False;;DeviceLocationProvider;20180614-193049.027;20180614-193048.000;37.78533000;-122.40296900;32.0;236.3;260.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;False;False;;DeviceLocationProvider;20180614-193049.029;20180614-193048.000;37.78533000;-122.40296900;32.0;251.5;243.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;False;True;unity;DeviceLocationProvider;20180614-193049.030;20180614-193048.000;37.78533000;-122.40296900;32.0;253.2;244.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;True;False;;DeviceLocationProvider;20180614-193049.527;20180614-193049.000;37.78532000;-122.40298500;32.0;238.0;251.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;True;False;;DeviceLocationProvider;20180614-193049.529;20180614-193049.000;37.78532000;-122.40298500;32.0;250.0;247.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;True;True;unity;DeviceLocationProvider;20180614-193049.530;20180614-193049.000;37.78532000;-122.40298500;32.0;245.0;248.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;False;False;;DeviceLocationProvider;20180614-193050.027;20180614-193049.000;37.78532000;-122.40298500;32.0;238.0;259.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;False;False;;DeviceLocationProvider;20180614-193050.029;20180614-193049.000;37.78532000;-122.40298500;32.0;243.5;251.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;False;True;unity;DeviceLocationProvider;20180614-193050.031;20180614-193049.000;37.78532000;-122.40298500;32.0;237.2;252.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;True;False;;DeviceLocationProvider;20180614-193050.527;20180614-193050.000;37.78531270;-122.40300000;32.0;244.0;253.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;True;False;;DeviceLocationProvider;20180614-193050.529;20180614-193050.000;37.78531270;-122.40300000;32.0;238.5;253.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;True;True;unity;DeviceLocationProvider;20180614-193050.531;20180614-193050.000;37.78531270;-122.40300000;32.0;239.1;255.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;False;False;;DeviceLocationProvider;20180614-193051.028;20180614-193050.000;37.78531270;-122.40300000;32.0;244.0;272.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;False;False;;DeviceLocationProvider;20180614-193051.032;20180614-193050.000;37.78531270;-122.40300000;32.0;240.1;259.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;False;True;unity;DeviceLocationProvider;20180614-193051.034;20180614-193050.000;37.78531270;-122.40300000;32.0;241.0;258.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;True;False;;DeviceLocationProvider;20180614-193051.530;20180614-193051.000;37.78530500;-122.40302300;32.0;251.5;300.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;True;False;;DeviceLocationProvider;20180614-193051.532;20180614-193051.000;37.78530500;-122.40302300;32.0;243.1;267.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;True;True;unity;DeviceLocationProvider;20180614-193051.533;20180614-193051.000;37.78530500;-122.40302300;32.0;244.4;267.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;False;False;;DeviceLocationProvider;20180614-193052.028;20180614-193051.000;37.78530500;-122.40302300;32.0;251.5;323.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;False;False;;DeviceLocationProvider;20180614-193052.030;20180614-193051.000;37.78530500;-122.40302300;32.0;245.8;281.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;False;True;unity;DeviceLocationProvider;20180614-193052.032;20180614-193051.000;37.78530500;-122.40302300;32.0;247.8;281.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;True;False;;DeviceLocationProvider;20180614-193052.528;20180614-193052.000;37.78530500;-122.40304600;32.0;270.0;333.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;True;False;;DeviceLocationProvider;20180614-193052.530;20180614-193052.000;37.78530500;-122.40304600;32.0;252.2;296.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;True;True;unity;DeviceLocationProvider;20180614-193052.534;20180614-193052.000;37.78530500;-122.40304600;32.0;254.2;301.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;False;False;;DeviceLocationProvider;20180614-193053.028;20180614-193052.000;37.78530500;-122.40304600;32.0;270.0;313.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;False;False;;DeviceLocationProvider;20180614-193053.030;20180614-193052.000;37.78530500;-122.40304600;32.0;257.4;308.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;False;True;unity;DeviceLocationProvider;20180614-193053.032;20180614-193052.000;37.78530500;-122.40304600;32.0;260.7;314.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;True;False;;DeviceLocationProvider;20180614-193053.529;20180614-193053.000;37.78530000;-122.40306900;32.0;257.7;285.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;True;False;;DeviceLocationProvider;20180614-193053.530;20180614-193053.000;37.78530000;-122.40306900;32.0;260.1;311.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;True;True;unity;DeviceLocationProvider;20180614-193053.532;20180614-193053.000;37.78530000;-122.40306900;32.0;262.3;315.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;False;False;;DeviceLocationProvider;20180614-193054.029;20180614-193053.000;37.78530000;-122.40306900;32.0;257.7;259.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;False;False;;DeviceLocationProvider;20180614-193054.031;20180614-193053.000;37.78530000;-122.40306900;32.0;261.4;303.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;False;True;unity;DeviceLocationProvider;20180614-193054.033;20180614-193053.000;37.78530000;-122.40306900;32.0;263.9;303.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;True;False;;DeviceLocationProvider;20180614-193054.529;20180614-193054.000;37.78530500;-122.40308400;32.0;288.4;259.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;True;False;;DeviceLocationProvider;20180614-193054.531;20180614-193054.000;37.78530500;-122.40308400;32.0;268.7;290.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;True;True;unity;DeviceLocationProvider;20180614-193054.533;20180614-193054.000;37.78530500;-122.40308400;32.0;268.4;285.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;False;False;;DeviceLocationProvider;20180614-193055.030;20180614-193054.000;37.78530500;-122.40308400;32.0;288.4;254.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;False;False;;DeviceLocationProvider;20180614-193055.032;20180614-193054.000;37.78530500;-122.40308400;32.0;272.5;274.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;False;True;unity;DeviceLocationProvider;20180614-193055.033;20180614-193054.000;37.78530500;-122.40308400;32.0;273.1;269.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;True;False;;DeviceLocationProvider;20180614-193055.530;20180614-193055.000;37.78530500;-122.40309100;32.0;288.4;256.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;True;False;;DeviceLocationProvider;20180614-193055.532;20180614-193055.000;37.78530500;-122.40309100;32.0;276.2;263.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;True;True;unity;DeviceLocationProvider;20180614-193055.534;20180614-193055.000;37.78530500;-122.40309100;32.0;280.9;260.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;False;False;;DeviceLocationProvider;20180614-193056.030;20180614-193055.000;37.78530500;-122.40309100;32.0;288.4;255.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;False;False;;DeviceLocationProvider;20180614-193056.032;20180614-193055.000;37.78530500;-122.40309100;32.0;282.4;257.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;False;True;unity;DeviceLocationProvider;20180614-193056.034;20180614-193055.000;37.78530500;-122.40309100;32.0;288.4;256.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;True;False;;DeviceLocationProvider;20180614-193056.530;20180614-193056.000;37.78530500;-122.40311400;32.0;270.0;249.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;True;False;;DeviceLocationProvider;20180614-193056.532;20180614-193056.000;37.78530500;-122.40311400;32.0;284.8;255.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;True;True;unity;DeviceLocationProvider;20180614-193056.533;20180614-193056.000;37.78530500;-122.40311400;32.0;283.9;254.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;False;False;;DeviceLocationProvider;20180614-193057.030;20180614-193056.000;37.78530500;-122.40311400;32.0;270.0;248.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;False;False;;DeviceLocationProvider;20180614-193057.031;20180614-193056.000;37.78530500;-122.40311400;32.0;281.1;252.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;False;True;unity;DeviceLocationProvider;20180614-193057.033;20180614-193056.000;37.78530500;-122.40311400;32.0;279.2;252.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;True;False;;DeviceLocationProvider;20180614-193057.531;20180614-193057.000;37.78530000;-122.40313700;32.0;257.7;248.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;True;False;;DeviceLocationProvider;20180614-193057.533;20180614-193057.000;37.78530000;-122.40313700;32.0;274.9;251.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
True;False;True;True;unity;DeviceLocationProvider;20180614-193057.535;20180614-193057.000;37.78530000;-122.40313700;32.0;271.5;250.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingLowPass;Mapbox.Unity.Location.AngleSmoothingLowPass
False;False;False;False;;DeviceLocationProvider;20180614-193058.031;20180614-193057.000;37.78530000;-122.40313700;32.0;257.7;249.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingNoOp;Mapbox.Unity.Location.AngleSmoothingNoOp
False;False;False;False;;DeviceLocationProvider;20180614-193058.035;20180614-193057.000;37.78530000;-122.40313700;32.0;268.7;250.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider];Mapbox.Unity.Location.AngleSmoothingAverage;Mapbox.Unity.Location.AngleSmoothingAverage
